index,name,address,city,postalCode,phone,mobile,business_page,logo
151,Al Shorfa Restaurant And Cafe,Dubai Marina,"Dubai, UAE ",238888,+9704-4525254,+97None,https://www.yellowpages-uae.com/al-shorfa-restaurant-and-cafe-154468.html,
152,Al Sibtain Restaurant,Old Passport Rd,"Abu Dhabi, UAE ",55104,+9702-6723472,+97None,https://www.yellowpages-uae.com/al-sibtain-restaurant-134171.html,
153,Al Sirath Restaurant & Grill,Al Qassimia,"Sharjah, UAE ",None,+9706-5743422,+97None,https://www.yellowpages-uae.com/al-sirath-restaurant-grill-146603.html,
154,Al Subat Restaurant,"Al Zahra St, Maysaloon","Sharjah, UAE ",None,+9706-5638988,+97None,https://www.yellowpages-uae.com/al-subat-restaurant-147325.html,
155,Al Sukaria Restaurant & Cafe,"Al Sheebani Building, Al Seba St, Dubai Marina","Dubai, UAE ",None,+9704-5530501,+97None,https://www.yellowpages-uae.com/al-sukaria-restaurant-cafe-172956.html,
156,Al Sultan Restaurant,Defence Rd,"Abu Dhabi, UAE ",70070,+9702-6415035,+97None,https://www.yellowpages-uae.com/al-sultan-restaurant-129563.html,
157,Al Sultan Restaurant,"Opp Dubai Comml Bank, Al Nakheel","Ras Al Khaimah, UAE ",1063,+9707-2221076,+97None,https://www.yellowpages-uae.com/al-sultan-restaurant-121006.html,
158,Al Surur Traditional Kitchen,Ras Al Khor,"Dubai, UAE ",66743,+9704-2894328,+97None,https://www.yellowpages-uae.com/al-surur-traditional-kitchen-152407.html,
159,Al Tabaq Al Zahabi Restaurant,"Opp New Etisalat Building, Near Al Ghubaiba Bus Stn, Bur Dubai","Dubai, UAE ",None,+9704-3933812,+97055-9501917,https://www.yellowpages-uae.com/al-tabaq-al-zahabi-restaurant-172957.html,
160,Al Taher Restaurant,Corniche Rd,"Ajman, UAE ",4683,+9706-7473569,+97None,https://www.yellowpages-uae.com/al-taher-restaurant-126528.html,
161,Al Tahi Al Arabic Restaurant LLC,Sahara Mall,"Sharjah, UAE ",None,+9706-5251919,+97None,https://www.yellowpages-uae.com/al-tahi-al-arabic-restaurant-llc-151065.html,
162,Al Taiba Restaurant,"Bhnd Pic & Save S/Market, King Faisal Rd","Sharjah, UAE ",4427,+9706-5598255,+97None,https://www.yellowpages-uae.com/al-taiba-restaurant-136803.html,
163,Al Taj Restaurant,"Al Baraha, Deira","Dubai, UAE ",251792,+9704-2711273,+97None,https://www.yellowpages-uae.com/al-taj-restaurant-126161.html,
164,Al Tannour,"Crowne Plaza, Sh zayed road","Dubai, UAE ",None,+9704-3311111,+97None,https://www.yellowpages-uae.com/al-tannour-67642.html,
165,Al Tasamoh Kitchen and Mandi Rest,"Damascus Rd, Al Qusais","Dubai, UAE ",48600,+9704-2676622,+97None,https://www.yellowpages-uae.com/al-tasamoh-kitchen-and-mandi-rest-121346.html,
166,Al Thahabi Cafeteria,None,"Sharjah, UAE ",None,+9706-5650164,+97None,https://www.yellowpages-uae.com/al-thahabi-cafeteria-148302.html,
167,Al Wafa Restaurant,Al Rashidiya 1,"Ajman, UAE ",1175,+9706-7408413,+97None,https://www.yellowpages-uae.com/al-wafa-restaurant-116126.html,
168,Al Waha International,Qasar Al Sarab Desert Resort,"Abu Dhabi, UAE ",None,+9702-8862088,+97None,https://www.yellowpages-uae.com/al-waha-international-175667.html,
169,Al Wakra Restaurant,"Opp Sana Fashions, Al Qassimia Rd","Sharjah, UAE ",63609,+9706-5396960,+97None,https://www.yellowpages-uae.com/al-wakra-restaurant-118481.html,
170,Al Waqqas Restaurant,"Opp Taxi Stand, Bur Dubai","Dubai, UAE ",52681,+9704-3933612,+97050-2082898,https://www.yellowpages-uae.com/al-waqqas-restaurant-172958.html,
171,Al Yasmeen Al Shami Restaurant,"Near Hilal Bank, Abdul Aziz Rd","Sharjah, UAE ",None,+9706-5482240,+97None,https://www.yellowpages-uae.com/al-yasmeen-al-shami-restaurant-147386.html,
172,Al Yemen Mandi Restaurant,Abu Hail,"Dubai, UAE ",None,+9704-2662207,+97None,https://www.yellowpages-uae.com/al-yemen-mandi-restaurant-175347.html,
173,Al Zad Restaurant,"Damascus Street, Al Qusais","Dubai, UAE ",None,+9704-2635470,+97056-8608155,https://www.yellowpages-uae.com/al-zad-restaurant-175492.html,
174,Al Zahra Walandaleeb Rest,Deira,"Dubai, UAE ",29688,+9704-2221422,+97None,https://www.yellowpages-uae.com/al-zahra-walandaleeb-rest-135708.html,
175,Al Zanjabeel Fast Food,King Faisal Street,"Sharjah, UAE ",None,+9706-5448817,+97None,https://www.yellowpages-uae.com/al-zanjabeel-fast-food-148181.html,
176,Allures Coffees,"Oaks Liwa Heights Hotel, JLT","Dubai, UAE ",None,+9704-4363434,+97None,https://www.yellowpages-uae.com/allures-coffees-67643.html,
177,Almanhal Restaurant & Cafeteria LLC,"Al Zahra St, Nasseriya","Sharjah, UAE ",None,+9706-5655253,+97None,https://www.yellowpages-uae.com/almanhal-restaurant-cafeteria-llc-148013.html,
178,Almaz By Momo,Mall of The Emirates,"Dubai, UAE ",None,+9704-4098877,+97None,https://www.yellowpages-uae.com/almaz-by-momo-175791.html,
179,Alpha Restaurant,Al Manakh,"Sharjah, UAE ",73116,+97055-7700860,+97055-7702400,https://www.yellowpages-uae.com/alpha-restaurant-175369.html,
180,Alrabee Alshami Bakeries,"King Faisal Rd, Al Qasimiyah","Sharjah, UAE ",None,+9706-5756700,+97None,https://www.yellowpages-uae.com/alrabee-alshami-bakeries-175274.html,
181,Alto Mar,Jumeirah Fishing Harbour,"Dubai, UAE ",None,+9704-3435225,+97None,https://www.yellowpages-uae.com/alto-mar-175792.html,
182,Amala - Jumeirah Zabeel Saray,"Right Wing, Jumeirah Zabeel Saray, Palm Jumeirah","Dubai, UAE ",None,+9704-4530000,+97None,https://www.yellowpages-uae.com/amala-jumeirah-zabeel-saray-175793.html,
183,Amani Pizza,"Beside KM Trading, Salam Street","Abu Dhabi, UAE ",None,+9702-4488612,+97055-2778844,https://www.yellowpages-uae.com/amani-pizza-175510.html,
184,Amassi International Cuisine and Lounge,Khalidiya,"Abu Dhabi, UAE ",37747,+9702-6810099,+97None,https://www.yellowpages-uae.com/amassi-international-cuisine-and-lounge-133440.html,
185,Amrutha Restaurant,"Opp Adcb, Mana Rd, Rolla","Sharjah, UAE ",21677,+9706-5325355,+97None,https://www.yellowpages-uae.com/amrutha-restaurant-115932.html,
186,Amwaj Seafood,Baniyas Island,"Abu Dhabi, UAE ",None,+9702-8015400,+97None,https://www.yellowpages-uae.com/amwaj-seafood-175668.html,
187,Anar,Souk Madinat,"Dubai, UAE ",None,+9704-3686505,+97None,https://www.yellowpages-uae.com/anar-175794.html,
188,Angar,"Yas Viceroy, Yas Island","Abu Dhabi, UAE ",None,+9702-6560760,+97None,https://www.yellowpages-uae.com/angar-175669.html,
189,Anjappar Authentic Chettinad Restaurant,"Behind Commercial Bank Of Dubai, Khalidiya","Abu Dhabi, UAE ",37658,+9702-6667763,+97None,https://www.yellowpages-uae.com/anjappar-authentic-chettinad-restaurant-140480.html,
190,Anjappar Chettinad Restaurant LLC,"Al Murjan Tower, Near Carrefour, Al Nahda","Dubai, UAE ",None,+9704-2578773,+97None,https://www.yellowpages-uae.com/anjappar-chettinad-restaurant-llc-105434.html,
191,Annam Restaurant,Salam St,"Abu Dhabi, UAE ",126587,+9702-6436088,+97None,https://www.yellowpages-uae.com/annam-restaurant-150959.html,
192,Ansari Group of Company,"King Abdul Aziz Street, Al Qasimia","Sharjah, UAE ",None,+9706-8859635,+97050-6789325,https://www.yellowpages-uae.com/ansari-group-of-company-181475.html,
193,Antar Cafeteria,Jumeirah 4,"Dubai, UAE ",None,+9704-3955722,+97None,https://www.yellowpages-uae.com/antar-cafeteria-145119.html,
194,Anwar Restaurant,Hili,"Al Ain, UAE ",1676,+9703-7845811,+97None,https://www.yellowpages-uae.com/anwar-restaurant-115078.html,
195,Apple Cafe and Restaurant,"3rd Flr, Twin Towers, Baniyas Rd, Deira","Dubai, UAE ",42714,+9704-2274446,+97None,https://www.yellowpages-uae.com/apple-cafe-and-restaurant-130753.html,
196,Arab Island Restaurant,Hor Al Anz,"Dubai, UAE ",None,+9704-2621212,+97None,https://www.yellowpages-uae.com/arab-island-restaurant-103507.html,
197,Arab Tower Restaurant,Umm Al Nar,"Abu Dhabi, UAE ",8879,+9702-5583738,+97None,https://www.yellowpages-uae.com/arab-tower-restaurant-126538.html,
198,Arabian Fome Restaurant & Cafeteria,Al Quoz,"Dubai, UAE ",None,+9704-3388980,+97None,https://www.yellowpages-uae.com/arabian-fome-restaurant-cafeteria-145501.html,
199,Arabian House Restaurant,None,"Abu Dhabi, UAE ",None,+9702-4450949,+97None,https://www.yellowpages-uae.com/arabian-house-restaurant-145636.html,
200,Arabian Seashell Cafeteria,"Beach Road, Jumeirah 3","Dubai, UAE ",None,+9704-3942886,+97None,https://www.yellowpages-uae.com/arabian-seashell-cafeteria-146796.html,
201,Arman Cafe,"G Floor, Al Maktoum St, Dubai Corniche Hotel & Residence, Al Maktoum St, Deira","Dubai, UAE ",181858,+9704-2292983,+97None,https://www.yellowpages-uae.com/arman-cafe-144052.html,
202,Aroma Garden Caffe,"Al Amri Bldg, Oud Metha Rd, Karama","Dubai, UAE ",30651,+9704-3368999,+97None,https://www.yellowpages-uae.com/aroma-garden-caffe-129758.html,
203,Aroma Spicy Restaurant,"Behind Eldorado Cinemas, Electra Street","Abu Dhabi, UAE ",None,+9702-6770064,+97050-4795683,https://www.yellowpages-uae.com/aroma-spicy-restaurant-175533.html,
204,Arous Al Wadi Restaurant,Al Nahda,"Sharjah, UAE ",None,+9706-5363600,+97None,https://www.yellowpages-uae.com/arous-al-wadi-restaurant-148067.html,
205,Arrows & Sparrows Cafe,"Emaar Business Park, The Greens","Dubai, UAE ",None,+9704-5588141,+97None,https://www.yellowpages-uae.com/arrows-sparrows-cafe-175743.html,
206,Art House Cafe,"Eitihad Modern Art Galley, Al Bateen","Abu Dhabi, UAE ",None,+9702-4182466,+97None,https://www.yellowpages-uae.com/art-house-cafe-175610.html,
207,Arya Bhavan Restaurant,Al Falah St,"Abu Dhabi, UAE ",None,+9702-4450909,+97None,https://www.yellowpages-uae.com/arya-bhavan-restaurant-145334.html,
208,Asfar Restaurant & Coffee Shop,None,"Abu Dhabi, UAE ",None,+9702-6422217,+97None,https://www.yellowpages-uae.com/asfar-restaurant-coffee-shop-145300.html,
209,Ashbilia Restaurant,Karama,"Dubai, UAE ",50080,+9704-3969726,+97None,https://www.yellowpages-uae.com/ashbilia-restaurant-112899.html,
210,Ashrafi Restaurant,"Near Cargo Village, Airport Rd","Dubai, UAE ",60825,+9704-2821718,+97None,https://www.yellowpages-uae.com/ashrafi-restaurant-121551.html,
211,Asia De Cuba,Corniche Road,"Abu Dhabi, UAE ",None,+9702-6993333,+97None,https://www.yellowpages-uae.com/asia-de-cuba-175670.html,
212,Asian Palace Sharjah Restaurant,"Mubarak Centre, Al Aroba St","Sharjah, UAE ",None,+9706-5233505,+97None,https://www.yellowpages-uae.com/asian-palace-sharjah-restaurant-110163.html,
213,Assia In Work,"The Res Tower 1, Burj Dubai","Dubai, UAE ",184512,+9704-4205225,+97None,https://www.yellowpages-uae.com/assia-in-work-121797.html,
214,Atayab Public Kitchen and Restaurant,Dibba Wasit,"Dibba, UAE ",11757,+9709-2443644,+97None,https://www.yellowpages-uae.com/atayab-public-kitchen-and-restaurant-59241.html,
215,Atayeb,"Yas Viceroy, Yas Island","Abu Dhabi, UAE ",None,+9702-6560000,+97None,https://www.yellowpages-uae.com/atayeb-175671.html,
216,Atelier M,Dubai Marina,"Dubai, UAE ",None,+9704-4507766,+97None,https://www.yellowpages-uae.com/atelier-m-175795.html,
217,Athena Greek Cuisine,Abu Dhabi Mall,"Abu Dhabi, UAE ",53128,+9702-6450060,+97None,https://www.yellowpages-uae.com/athena-greek-cuisine-145301.html,
218,Automatic Restaurant & Grill,"Near ADCB, Corniche Rd","Sharjah, UAE ",28977,+9706-5741222,+97None,https://www.yellowpages-uae.com/automatic-restaurant-and-grill-105246.html,
219,Avani Restaurant LLC,"Al Dana Centre, Arjaan Food Court, Karama","Dubai, UAE ",44056,+9704-2989142,+97None,https://www.yellowpages-uae.com/avani-restaurant-llc-142518.html,
220,Avasa Restaurant,Saadiyat Island,"Abu Dhabi, UAE ",None,+9702-6742221,+97None,https://www.yellowpages-uae.com/avasa-restaurant-175672.html,
221,Avon Restaurant,"Gold Souq, Deira","Dubai, UAE ",None,+9704-2251827,+97None,https://www.yellowpages-uae.com/avon-restaurant-143133.html,
222,Awtar Restaurant,TCA,"Abu Dhabi, UAE ",4832,+9702-6441551,+97None,https://www.yellowpages-uae.com/awtar-restaurant-133511.html,
223,Aysha Restaurant,"Street 33C, Al Mussalla Road, Bur Dubai","Dubai, UAE ",None,+9704-3525315,+97052-8221486,https://www.yellowpages-uae.com/aysha-restaurant-172959.html,
224,Bab Al Yemen Mandi Restaurant,None,"Dubai, UAE ",None,+9704-2558787,+97052-1131120,https://www.yellowpages-uae.com/bab-al-yemen-mandi-restaurant-175326.html,
225,Bab Deira Restaurant,Abu Shagara Park,"Sharjah, UAE ",None,+9706-5344765,+97052-9132220,https://www.yellowpages-uae.com/bab-deira-restaurant-175371.html,
226,Bagatelle,"Farimont Hotel, Shk Zayed Road","Dubai, UAE ",None,+9704-3545035,+97None,https://www.yellowpages-uae.com/bagatelle-175796.html,
227,Baguette,Khalifa St,"Abu Dhabi, UAE ",27363,+9702-6276442,+97None,https://www.yellowpages-uae.com/baguette-142513.html,
228,Baguette Cafe and Restaurant,Corniche,"Abu Dhabi, UAE ",2698,+9702-6273100,+97None,https://www.yellowpages-uae.com/baguette-cafe-and-restaurant-136184.html,
229,Bait Al Kanafa Restaurant,Deira,"Dubai, UAE ",None,+9704-2689900,+97052-2125599,https://www.yellowpages-uae.com/bait-al-kanafa-restaurant-172960.html,
230,Bait Al Khetyar Cafeteria,Najdah St,"Abu Dhabi, UAE ",None,+9702-6333200,+97None,https://www.yellowpages-uae.com/bait-al-khetyar-cafeteria-147961.html,
231,Bait Al Mandi Restaurant,Muraqabat,"Dubai, UAE ",None,+9704-2629139,+97None,https://www.yellowpages-uae.com/bait-al-mandi-restaurant-107990.html,
232,Bait Al Wakeel,"Near Bank Of Baroda, Bur Dubai","Dubai, UAE ",3919,+9704-3534870,+97None,https://www.yellowpages-uae.com/antalia-bait-al-wakeel-96359.html,
233,Bait Karachi and Delhi Biryani Restaurant,"Next to Mega Mall, Abu Shagara","Sharjah, UAE ",None,+9706-5734651,+97None,https://www.yellowpages-uae.com/bait-karachi-and-delhi-biryani-restaurant-142767.html,
234,Baker Street,"G 08, Dubai Gate, JLT","Dubai, UAE ",488183,+9704-3629392,+97None,https://www.yellowpages-uae.com/baker-street-147695.html,
235,Bakhit Ahmed Bakhit Restaurant,None,"Dubai, UAE ",None,+9704-2711357,+97None,https://www.yellowpages-uae.com/bakhit-ahmed-bakhit-restaurant-142371.html,
236,Balad Al Khayvat Restaurant,Near National Paints. Muwailah Rd,"Sharjah, UAE ",None,+9706-5427605,+97None,https://www.yellowpages-uae.com/balad-al-khayvat-restaurant-147329.html,
237,Baladna,None,"Abu Dhabi, UAE ",None,+9702-6446648,+97None,https://www.yellowpages-uae.com/baladna-146013.html,
238,Bandar Bride Restaurant,"Murshid Bazar, Deira","Dubai, UAE ",112675,+9704-2254443,+97None,https://www.yellowpages-uae.com/bandar-bride-restaurant-132971.html,
239,Bandung Restaurant,Baharia St,"Abu Dhabi, UAE ",73843,+9702-6452008,+97None,https://www.yellowpages-uae.com/bandung-restaurant-145479.html,
240,Bangkok Town Thai Restaurant,"Bhnd Al Massa Cinema, Buhairah Corniche","Sharjah, UAE ",38616,+9706-5568282,+97None,https://www.yellowpages-uae.com/sharjah-bangkok-town-thai-restaurant-122677.html,
241,Banglore Empire Restaurant LLC,Al Qusais,"Dubai, UAE ",None,+9704-2611433,+97050-5042635,https://www.yellowpages-uae.com/banglore-empire-restaurant-llc-68515.html,
242,Barasti,"Le Meridian, Mina Seyahi","Dubai, UAE ",None,+9704-3993333,+97None,https://www.yellowpages-uae.com/barasti-175797.html,
243,Barbar Neirut Restaurant & Cafe,Rigga,"Dubai, UAE ",None,+9704-2999990,+97050-2090067,https://www.yellowpages-uae.com/barbar-neirut-restaurant-cafe-175340.html,
244,Barca Club,Palm Jumeirah,"Dubai, UAE ",None,+9704-4393548,+97None,https://www.yellowpages-uae.com/barca-club-152058.html,
245,Bareburger,Festival City,"Dubai, UAE ",None,+9704-3387110,+97None,https://www.yellowpages-uae.com/bareburger-175744.html,
246,Barouk Restaurant,Yas Island,"Abu Dhabi, UAE ",None,+9702-6563000,+97None,https://www.yellowpages-uae.com/barouk-restaurant-175673.html,
247,Barracuda Restaurant,"Beach Rd, Jumeirah 3","Dubai, UAE ",None,+9704-3940408,+97None,https://www.yellowpages-uae.com/barracuda-restaurant-147107.html,
248,Barzat Tea Time Cafeteria,"Behind Adnoc Main Building, Salam Street","Abu Dhabi, UAE ",None,+9702-6261415,+97052-6795353,https://www.yellowpages-uae.com/barzat-tea-time-cafeteria-175525.html,
249,Bateaux Dubai,Jumeirah,"Dubai, UAE ",26500,+9704-3994994,+97None,https://www.yellowpages-uae.com/bateaux-dubai-149388.html,
250,Bawabat Demashq Restaurant,Al Muraqabat St,"Dubai, UAE ",None,+97600 544745,+97None,https://www.yellowpages-uae.com/bawabat-demashq-restaurant-175333.html,
251,Bay Leaf (Indian Cuisine),"Bhnd Lulu, Al Barsha","Dubai, UAE ",38404,+9704-3235265,+97None,https://www.yellowpages-uae.com/bay-leaf-indian-cuisine--125437.html,
252,Bay Leaf Indian Coastal Cuisine,"Opp Lamcy Plaza, Oud Metha","Dubai, UAE ",None,+9704-3583962,+97None,https://www.yellowpages-uae.com/bay-leaf-indian-coastal-cuisine-67654.html,
253,Bazerkan Lebanese Restaurant,None,"Dubai, UAE ",None,+9704-3397750,+97None,https://www.yellowpages-uae.com/bazerkan-lebanese-restaurant-145637.html,
254,Bazxar,DIFC,"Dubai, UAE ",None,+9704-3551111,+97None,https://www.yellowpages-uae.com/bazxar-175798.html,
255,BBQ Al Qasr,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE ",None,+9702-6907999,+97None,https://www.yellowpages-uae.com/bbq-al-qasr-175733.html,
256,BBQ Tonight,Satwa,"Dubai, UAE ",None,+9704-3425272,+97None,https://www.yellowpages-uae.com/bbq-tonight-175745.html,
257,Beach House Restaurant,Saadiyat Island,"Abu Dhabi, UAE ",None,+9702-4071234,+97None,https://www.yellowpages-uae.com/beach-house-restaurant-175674.html,
258,Beauty Restaurant,Bidiya Area,"Dibba, UAE ",18128,+9709-2388563,+97None,https://www.yellowpages-uae.com/beauty-restaurant-21840.html,
259,Beijing Chinese Restaurant,"Near Al Mamzar Centre, Abu Hail","Dubai, UAE ",24365,+9704-3437674,+97055-5050865,https://www.yellowpages-uae.com/beijing-chinese-restaurant-175319.html,
260,Beiutna Restaurant & Cafe,Garhoud,"Dubai, UAE ",6433,+9704-2947744,+97None,https://www.yellowpages-uae.com/beiutna-restaurant-cafe-162187.html,
261,Bel Mondo Cafe and Restaurant,Hamdan St,"Abu Dhabi, UAE ",47401,+9702-6763867,+97None,https://www.yellowpages-uae.com/bel-mondo-cafe-and-restaurant-118412.html,
262,Beldian Cafe,"Inter Continental, Al Bateen","Abu Dhabi, UAE ",None,+9702-6666888,+97None,https://www.yellowpages-uae.com/beldian-cafe-175675.html,
263,Belgian Beer Cafe,Souk Madinat,"Dubai, UAE ",None,+9704-4470227,+97None,https://www.yellowpages-uae.com/belgian-beer-cafe-175799.html,
264,Bengre Kamat Restaurant LLC,"Near Dolphin Hotel Apartments, Bur Dubai","Dubai, UAE ",43261,+9704-3553611,+97None,https://www.yellowpages-uae.com/bengre-kamat-restaurant-llc-172961.html,
265,Benjarong,"Dusit Thani Dubai, Sh zayed road","Dubai, UAE ",None,+9704-3080000,+97None,https://www.yellowpages-uae.com/benjarong-67656.html,
266,Bently Bristo & Bar,"The Galleria, Al Maryah Island","Abu Dhabi, UAE ",None,+9702-6262131,+97None,https://www.yellowpages-uae.com/bently-bristo-bar-175676.html,
267,Bentoya Kitchen,Sh Zayed Rd,"Dubai, UAE ",None,+9704-3430222,+97None,https://www.yellowpages-uae.com/bentoya-kitchen-147962.html,
268,Bertin,"Al Manara, Shk Zayed Road","Dubai, UAE ",None,+9704-3219239,+97None,https://www.yellowpages-uae.com/bertin-175800.html,
269,Berts Cafe,The Greens,"Dubai, UAE ",None,+9704-3619292,+97None,https://www.yellowpages-uae.com/berts-cafe-175746.html,
270,Bhavana Restaurant,Electra St,"Abu Dhabi, UAE ",None,+9702-6334342,+97None,https://www.yellowpages-uae.com/bhavana-restaurant-145576.html,
271,Biancorosso,"Y Tower, Muroor Road, Al Nahyan","Abu Dhabi, UAE ",40437,+9702-6584244,+97None,https://www.yellowpages-uae.com/biancorosso-175609.html,
272,Big Bite Restaurant,Near Abu Shagara Park,"Sharjah, UAE ",None,+9706-5595643,+97050-6982807,https://www.yellowpages-uae.com/big-bite-restaurant-175581.html,
273,Big Gate Restaurant & Cafeteria,"Nakheel Rd, Deira","Dubai, UAE ",None,+9704-2212215,+97056-2775657,https://www.yellowpages-uae.com/big-gate-restaurant-cafeteria-175217.html,
274,Big Smoke Burger,Al Wasl Road,"Dubai, UAE ",None,+9704-3436533,+97None,https://www.yellowpages-uae.com/big-smoke-burger-175625.html,
275,Bilad Al Rafidain Used Car LLC,None,"Sharjah, UAE ",2560,+9706-5424667,+97None,https://www.yellowpages-uae.com/bilad-al-rafidain-used-car-llc-148207.html,
276,Billionaire Mansion,"Taj Dubai, Business Bay","Dubai, UAE ",None,+9704-5103100,+97None,https://www.yellowpages-uae.com/billionaire-mansion-175801.html,
277,Bin Hindi Restaurant,"R/A 8, Near Al Badia Rest, Jebel Ali Free Zone","Jebel Ali, UAE ",17280,+9704-8836620,+97None,https://www.yellowpages-uae.com/bin-hindi-restaurant-123544.html,
